facet_id,raw_value,normalized_value,leading_id_prefix,normalization_transforms,is_malformed,malformed_reason,facet_type,conversation_observable,sensitivity,requires_explicit_disclosure,abstention_reason,is_duplicate_normalized,duplicate_of_facet_id,scoring_scale,scoring_anchors_json
F0210,Self-effacement,Self-effacement,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Self-effacement' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Self-effacement'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Self-effacement'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Self-effacement'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Self-effacement'.""}"
F0211,Outspokenness,Outspokenness,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Outspokenness' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Outspokenness'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Outspokenness'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Outspokenness'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Outspokenness'.""}"
F0212,Sleep-environment temperature,Sleep-environment temperature,,,False,,sensitive_biographical,True,high,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Sleep-environment temperature' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Sleep-environment temperature'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Sleep-environment temperature'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Sleep-environment temperature'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Sleep-environment temperature'.""}"
F0213,Comprehension of spoken information,Comprehension of spoken information,,,False,,cognitive_psychometric,False,medium,False,requires_formal_psychometric_testing,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Comprehension of spoken information' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Comprehension of spoken information'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Comprehension of spoken information'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Comprehension of spoken information'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Comprehension of spoken information'.""}"
F0214,Blissfulness,Blissfulness,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Blissfulness' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Blissfulness'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Blissfulness'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Blissfulness'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Blissfulness'.""}"
F0215,Sequential Memory Recall,Sequential Memory Recall,,,False,,cognitive_psychometric,False,medium,False,requires_formal_psychometric_testing,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Sequential Memory Recall' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Sequential Memory Recall'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Sequential Memory Recall'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Sequential Memory Recall'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Sequential Memory Recall'.""}"
F0216,Withdrawnness,Withdrawnness,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Withdrawnness' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Withdrawnness'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Withdrawnness'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Withdrawnness'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Withdrawnness'.""}"
F0217,892. Hindu spiritual metric: Yoga discipline hours / week,Hindu spiritual metric: Yoga discipline hours / week,892,stripped_leading_numeric_id,False,,spiritual_religious_practice,True,medium,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Hindu spiritual metric: Yoga discipline hours / week' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Hindu spiritual metric: Yoga discipline hours / week'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Hindu spiritual metric: Yoga discipline hours / week'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Hindu spiritual metric: Yoga discipline hours / week'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Hindu spiritual metric: Yoga discipline hours / week'.""}"
F0218,Conservatism,Conservatism,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Conservatism' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Conservatism'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Conservatism'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Conservatism'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Conservatism'.""}"
F0219,Adaptability and Flexibility Subcomponents:,Adaptability and Flexibility Subcomponents,,stripped_trailing_colon,True,header_like_trailing_colon,header_artifact,False,n/a,False,not_a_scorable_facet_category_header,False,,,
F0220,898. Hindu spiritual metric: Vrata vows observed / year,Hindu spiritual metric: Vrata vows observed / year,898,stripped_leading_numeric_id,False,,spiritual_religious_practice,True,medium,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Hindu spiritual metric: Vrata vows observed / year' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Hindu spiritual metric: Vrata vows observed / year'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Hindu spiritual metric: Vrata vows observed / year'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Hindu spiritual metric: Vrata vows observed / year'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Hindu spiritual metric: Vrata vows observed / year'.""}"
F0221,Ardency,Ardency,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Ardency' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Ardency'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Ardency'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Ardency'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Ardency'.""}"
F0222,Aesthetic Appreciation,Aesthetic Appreciation,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Aesthetic Appreciation' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Aesthetic Appreciation'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Aesthetic Appreciation'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Aesthetic Appreciation'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Aesthetic Appreciation'.""}"
F0223,Transactional Leadership:,Transactional Leadership,,stripped_trailing_colon,True,header_like_trailing_colon,header_artifact,False,n/a,False,not_a_scorable_facet_category_header,False,,,
F0224,Value orientation: Universalism,Value orientation: Universalism,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Value orientation: Universalism' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Value orientation: Universalism'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Value orientation: Universalism'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Value orientation: Universalism'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Value orientation: Universalism'.""}"
F0225,Perseverance,Perseverance,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Perseverance' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Perseverance'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Perseverance'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Perseverance'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Perseverance'.""}"
F0226,Regularity of Self-Reflection,Regularity of Self-Reflection,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Regularity of Self-Reflection' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Regularity of Self-Reflection'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Regularity of Self-Reflection'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Regularity of Self-Reflection'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Regularity of Self-Reflection'.""}"
F0227,Controlling Reactions,Controlling Reactions,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Controlling Reactions' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Controlling Reactions'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Controlling Reactions'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Controlling Reactions'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Controlling Reactions'.""}"
F0228,Psychological construct: Cultural Intelligence – Behavioral,Psychological construct: Cultural Intelligence – Behavioral,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Psychological construct: Cultural Intelligence – Behavioral' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Psychological construct: Cultural Intelligence – Behavioral'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Psychological construct: Cultural Intelligence – Behavioral'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Psychological construct: Cultural Intelligence – Behavioral'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Psychological construct: Cultural Intelligence – Behavioral'.""}"
F0229,Metabolic Rate (Low or High),Metabolic Rate (Low or High),,,False,,medical_biological,False,high,False,requires_medical_lab_or_genetic_evidence,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Metabolic Rate (Low or High)' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Metabolic Rate (Low or High)'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Metabolic Rate (Low or High)'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Metabolic Rate (Low or High)'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Metabolic Rate (Low or High)'.""}"
F0230,Dietary Habits,Dietary Habits,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Dietary Habits' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Dietary Habits'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Dietary Habits'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Dietary Habits'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Dietary Habits'.""}"
F0231,Significance: Desire to make an impact,Significance: Desire to make an impact,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Significance: Desire to make an impact' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Significance: Desire to make an impact'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Significance: Desire to make an impact'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Significance: Desire to make an impact'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Significance: Desire to make an impact'.""}"
F0232,Psychological construct: Resilience-Trait score,Psychological construct: Resilience-Trait score,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Psychological construct: Resilience-Trait score' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Psychological construct: Resilience-Trait score'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Psychological construct: Resilience-Trait score'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Psychological construct: Resilience-Trait score'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Psychological construct: Resilience-Trait score'.""}"
F0233,Boredom Susceptibility,Boredom Susceptibility,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Boredom Susceptibility' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Boredom Susceptibility'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Boredom Susceptibility'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Boredom Susceptibility'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Boredom Susceptibility'.""}"
F0234,Psychological construct: Consummatory Pleasure scale,Psychological construct: Consummatory Pleasure scale,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Psychological construct: Consummatory Pleasure scale' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Psychological construct: Consummatory Pleasure scale'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Psychological construct: Consummatory Pleasure scale'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Psychological construct: Consummatory Pleasure scale'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Psychological construct: Consummatory Pleasure scale'.""}"
F0235,Leadership Styles and Behaviors:,Leadership Styles and Behaviors,,stripped_trailing_colon,True,header_like_trailing_colon,header_artifact,False,n/a,False,not_a_scorable_facet_category_header,False,,,
F0236,723. I Ching hexagram 5 resonance level,I Ching hexagram 5 resonance level,723,stripped_leading_numeric_id,False,,spiritual_religious_practice,True,medium,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'I Ching hexagram 5 resonance level' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'I Ching hexagram 5 resonance level'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'I Ching hexagram 5 resonance level'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'I Ching hexagram 5 resonance level'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'I Ching hexagram 5 resonance level'.""}"
F0237,Macronutrient ratio: carbs,Macronutrient ratio: carbs,,,False,,medical_biological,False,high,False,requires_medical_lab_or_genetic_evidence,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Macronutrient ratio: carbs' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Macronutrient ratio: carbs'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Macronutrient ratio: carbs'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Macronutrient ratio: carbs'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Macronutrient ratio: carbs'.""}"
F0238,Passport-stamps count,Passport-stamps count,,,False,,behavioral_frequency_count,True,low,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Passport-stamps count' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Passport-stamps count'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Passport-stamps count'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Passport-stamps count'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Passport-stamps count'.""}"
F0239,Local-food sourcing %,Local-food sourcing %,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Local-food sourcing %' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Local-food sourcing %'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Local-food sourcing %'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Local-food sourcing %'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Local-food sourcing %'.""}"
F0240,Patient care orientation,Patient care orientation,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Patient care orientation' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Patient care orientation'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Patient care orientation'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Patient care orientation'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Patient care orientation'.""}"
F0241,Soft-skill training hours,Soft-skill training hours,,,False,,behavioral_frequency_count,True,low,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Soft-skill training hours' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Soft-skill training hours'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Soft-skill training hours'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Soft-skill training hours'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Soft-skill training hours'.""}"
F0242,Graffiti appreciation,Graffiti appreciation,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Graffiti appreciation' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Graffiti appreciation'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Graffiti appreciation'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Graffiti appreciation'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Graffiti appreciation'.""}"
F0243,Preference for Home-Cooked vs Restaurant Meals,Preference for Home-Cooked vs Restaurant Meals,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Preference for Home-Cooked vs Restaurant Meals' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Preference for Home-Cooked vs Restaurant Meals'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Preference for Home-Cooked vs Restaurant Meals'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Preference for Home-Cooked vs Restaurant Meals'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Preference for Home-Cooked vs Restaurant Meals'.""}"
F0244,Immune-response age,Immune-response age,,,False,,medical_biological,False,high,False,requires_medical_lab_or_genetic_evidence,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Immune-response age' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Immune-response age'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Immune-response age'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Immune-response age'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Immune-response age'.""}"
F0245,Social-cognition variable: Cognitive Empathy,Social-cognition variable: Cognitive Empathy,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Social-cognition variable: Cognitive Empathy' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Social-cognition variable: Cognitive Empathy'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Social-cognition variable: Cognitive Empathy'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Social-cognition variable: Cognitive Empathy'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Social-cognition variable: Cognitive Empathy'.""}"
F0246,Kink-interest diversity,Kink-interest diversity,,,False,,sensitive_biographical,True,high,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Kink-interest diversity' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Kink-interest diversity'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Kink-interest diversity'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Kink-interest diversity'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Kink-interest diversity'.""}"
F0247,Adaptability and Flexibility:,Adaptability and Flexibility,,stripped_trailing_colon,True,header_like_trailing_colon,header_artifact,False,n/a,False,not_a_scorable_facet_category_header,False,,,
F0248,Judging Consequences,Judging Consequences,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Judging Consequences' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Judging Consequences'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Judging Consequences'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Judging Consequences'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Judging Consequences'.""}"
F0249,Harmfulness,Harmfulness,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Harmfulness' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Harmfulness'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Harmfulness'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Harmfulness'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Harmfulness'.""}"
F0250,Affinity,Affinity,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Affinity' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Affinity'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Affinity'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Affinity'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Affinity'.""}"
F0251,Abasement,Abasement,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Abasement' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Abasement'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Abasement'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Abasement'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Abasement'.""}"
F0252,Chronic pain presence,Chronic pain presence,,,False,,clinical_psychological_scale,False,high,False,requires_validated_clinical_instrument_or_diagnosis,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Chronic pain presence' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Chronic pain presence'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Chronic pain presence'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Chronic pain presence'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Chronic pain presence'.""}"
F0253,520. Discernment practice hours / week,Discernment practice hours / week,520,stripped_leading_numeric_id,False,,behavioral_frequency_count,True,low,True,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Discernment practice hours / week' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Discernment practice hours / week'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Discernment practice hours / week'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Discernment practice hours / week'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Discernment practice hours / week'.""}"
F0254,Initiative,Initiative,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Initiative' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Initiative'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Initiative'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Initiative'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Initiative'.""}"
F0255,Courageousness,Courageousness,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Courageousness' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Courageousness'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Courageousness'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Courageousness'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Courageousness'.""}"
F0256,Joyfulness,Joyfulness,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Joyfulness' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Joyfulness'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Joyfulness'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Joyfulness'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Joyfulness'.""}"
F0257,Suspicion,Suspicion,,,False,,personality_trait_or_disposition,True,low,False,,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Suspicion' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Suspicion'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Suspicion'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Suspicion'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Suspicion'.""}"
F0258,Basophil count,Basophil count,,,False,,medical_biological,False,high,False,requires_medical_lab_or_genetic_evidence,False,,1-5 ordinal,"{""1"": ""Conversation shows clear, explicit evidence of low/absent 'Basophil count' (or strong evidence of the opposite)."", ""2"": ""Conversation shows weak or partial evidence leaning toward low 'Basophil count'."", ""3"": ""Evidence is mixed, neutral, or too thin to lean either direction on 'Basophil count'."", ""4"": ""Conversation shows weak-to-moderate evidence leaning toward high 'Basophil count'."", ""5"": ""Conversation shows clear, explicit, repeated evidence of high 'Basophil count'.""}"
